Asset ID,Asset Type,Purchase Date,Lifecycle Status,Maintenance Cost,Replacement Cost
A5103,Switch,2021-11-26,Active,3895.7,6638.57
A5104,Router,2022-10-07,Retired,4797.08,8392.0
A5105,Laptop,2020-05-04,Disposed,3808.92,6638.59
A5106,Laptop,2023-12-23,Active,3225.61,1909.49
A5107,Switch,2024-07-08,Disposed,2037.31,5930.09
A5108,Server,2020-09-29,Active,2159.03,7590.97
A5109,Laptop,2021-05-30,Active,4101.9,1474.21
A5110,Laptop,2020-05-06,In Maintenance,2410.71,5905.37
A5111,Server,2021-10-26,Retired,1299.75,3315.0
A5112,Server,2024-04-19,Retired,3284.94,8841.23
A5113,Laptop,2023-04-14,Disposed,638.14,4381.03
A5114,Server,2020-05-07,Retired,2515.82,2772.28
A5115,Switch,2019-11-06,Disposed,3148.05,3778.3
A5116,Desktop,2020-08-26,In Maintenance,3687.2,4428.78
A5117,Laptop,2023-03-09,Active,1666.87,4809.01
A5118,Desktop,2023-11-06,In Maintenance,2141.45,3517.08
A5119,Laptop,2020-08-22,In Maintenance,207.11,3421.79
A5120,Laptop,2020-07-02,Retired,702.57,9240.57
A5121,Laptop,2023-03-16,Active,499.42,4848.45
A5122,Server,2020-05-01,In Maintenance,2197.26,3842.76
A5123,Router,2022-07-09,Disposed,2294.01,3192.82
A5124,Laptop,2024-04-21,Retired,784.1,1853.58
A5125,Desktop,2021-08-30,In Maintenance,3619.36,9434.55
A5126,Server,2022-02-10,Active,2467.39,8971.22
A5127,Server,2022-11-29,Active,452.16,8651.87
A5128,Desktop,2021-02-02,In Maintenance,3429.58,8559.14
A5129,Router,2023-09-26,In Maintenance,3613.01,2939.29
A5130,Router,2023-02-08,Disposed,713.24,6328.95
A5131,Desktop,2023-11-22,Retired,4675.62,2283.75
A5132,Switch,2022-08-14,Active,3426.63,9117.03
A5133,Laptop,2019-11-19,Retired,1419.83,5101.99
A5134,Switch,2019-10-01,Disposed,2517.75,3078.84
A5135,Server,2023-12-29,Active,1153.14,6790.34
A5136,Desktop,2024-02-25,Retired,2489.54,7389.11
A5137,Laptop,2022-12-01,Active,4950.43,1159.03
A5138,Server,2022-11-02,In Maintenance,1434.95,2532.38
A5139,Laptop,2020-12-03,In Maintenance,4685.86,698.56
A5140,Printer,2024-03-16,Active,4147.19,3117.76
A5141,Laptop,2024-02-13,In Maintenance,756.72,1355.09
A5142,Server,2021-01-07,Active,3180.74,8652.56
A5143,Printer,2023-10-08,Retired,1853.6,4551.68
A5144,Laptop,2022-12-16,Active,3997.25,5068.85
A5145,Server,2023-12-21,In Maintenance,1419.65,882.37
A5146,Printer,2023-08-21,In Maintenance,1037.92,7357.31
A5147,Desktop,2019-10-28,Active,2515.95,8888.26
A5148,Server,2020-10-19,Disposed,2300.94,1683.48
A5149,Desktop,2021-01-31,Disposed,1559.38,796.22
A5150,Desktop,2020-04-08,In Maintenance,4610.39,891.95
A5151,Switch,2023-02-04,Retired,4951.56,3353.27
A5152,Desktop,2020-08-12,Retired,1592.56,1803.54
A5153,Router,2023-01-22,In Maintenance,1355.35,6802.49
A5154,Server,2021-09-25,Disposed,1418.7,5803.65
A5155,Switch,2022-08-18,In Maintenance,4510.16,1610.73
A5156,Server,2019-12-15,In Maintenance,4686.01,9431.85
A5157,Server,2024-06-11,In Maintenance,2251.56,6934.49
A5158,Router,2023-10-18,Active,1353.56,8989.74
A5159,Router,2020-06-24,Disposed,1784.88,3069.63
A5160,Desktop,2021-04-29,Active,3289.46,1041.1
A5161,Switch,2021-10-19,Disposed,3699.37,8211.68
A5162,Switch,2024-03-19,Active,3231.2,4176.44
A5163,Switch,2020-10-29,Disposed,1965.16,3725.24
A5164,Desktop,2020-09-03,In Maintenance,2224.85,2826.28
A5165,Laptop,2022-01-06,In Maintenance,2016.38,5211.47
A5166,Server,2021-08-02,Active,2833.11,2923.77
A5167,Printer,2021-11-06,In Maintenance,713.96,3394.04
A5168,Switch,2021-06-17,Disposed,2173.61,5067.45
A5169,Laptop,2020-06-14,Disposed,609.86,8907.12
A5170,Switch,2021-05-22,Active,3577.3,8384.99
A5171,Switch,2020-10-20,Active,3513.65,9129.66
A5172,Switch,2019-11-21,In Maintenance,1589.89,9046.97
A5173,Printer,2023-11-02,Active,3612.67,6313.29
A5174,Printer,2023-07-14,Disposed,4047.36,2242.85
A5175,Server,2023-11-02,Retired,4565.11,6867.97
A5176,Switch,2020-01-10,Active,381.88,9069.27
A5177,Router,2021-06-25,Disposed,453.61,9999.76
A5178,Server,2020-12-14,Active,4757.06,2801.48
A5179,Server,2023-09-25,In Maintenance,4363.15,3668.06
A5180,Printer,2020-08-16,Active,2854.02,4936.4
A5181,Server,2024-05-27,Retired,3716.23,8098.67
A5182,Laptop,2021-11-17,Retired,1795.69,6084.32
A5183,Printer,2022-12-30,In Maintenance,3684.94,6015.14
A5184,Laptop,2024-05-06,Retired,4375.29,2442.18
A5185,Router,2020-02-04,Active,3983.69,801.88
A5186,Printer,2023-06-10,Retired,1528.27,7358.67
A5187,Printer,2024-05-18,Active,801.59,1631.72
A5188,Laptop,2020-05-29,In Maintenance,2624.07,7101.14
A5189,Desktop,2020-02-04,Disposed,4150.72,7984.2
A5190,Printer,2023-06-11,Disposed,3875.68,9820.21
A5191,Switch,2023-11-19,In Maintenance,1517.32,3014.39
A5192,Server,2021-07-15,Disposed,3642.61,9942.95
A5193,Server,2023-12-20,Active,4789.8,1624.83
A5194,Desktop,2020-10-24,In Maintenance,2626.69,9163.54
A5195,Printer,2023-03-26,Active,3314.53,9415.72
A5196,Desktop,2021-08-10,In Maintenance,3419.17,4119.31
A5197,Server,2023-09-22,In Maintenance,3235.26,7121.49
A5198,Switch,2019-11-11,Retired,4041.45,2804.02
A5199,Laptop,2024-02-16,Retired,286.69,9935.84
A5200,Router,2022-01-17,In Maintenance,2897.23,9060.56
A5201,Printer,2021-06-15,Retired,927.91,4548.64
A5202,Switch,2024-02-28,Active,2130.2,4980.76
A5203,Laptop,2021-09-03,In Maintenance,538.62,4357.03
A5204,Switch,2023-07-28,Active,2311.88,1626.29
A5205,Laptop,2023-11-28,Retired,3764.03,8966.89
A5206,Printer,2020-08-16,In Maintenance,2835.07,2647.39
A5207,Server,2023-08-31,Disposed,2095.38,1727.09
A5208,Printer,2019-12-15,Disposed,2201.49,2363.28
A5209,Printer,2021-03-26,Active,3865.81,2021.44
A5210,Switch,2020-01-09,Retired,837.33,5849.51
A5211,Switch,2019-09-13,In Maintenance,230.14,4022.75
A5212,Router,2020-03-16,Disposed,3696.63,6696.24
A5213,Router,2022-11-28,Disposed,938.78,1693.0
A5214,Desktop,2024-04-29,Disposed,3691.66,6482.36
A5215,Switch,2021-04-14,Active,572.87,9027.99
A5216,Server,2022-12-15,Retired,1087.67,8962.33
A5217,Printer,2021-02-27,Active,4640.64,6031.7
A5218,Laptop,2022-05-15,In Maintenance,607.12,8584.12
A5219,Router,2021-11-09,Active,3736.94,2116.63
A5220,Server,2021-07-31,In Maintenance,3492.34,3910.72
A5221,Printer,2023-05-08,Retired,4203.29,2700.61
A5222,Switch,2022-03-06,In Maintenance,881.32,7651.58
A5223,Desktop,2024-05-27,In Maintenance,2227.35,916.69
A5224,Router,2022-06-25,In Maintenance,2641.2,6983.42
A5225,Server,2022-05-03,Disposed,4884.56,3888.03
A5226,Router,2021-11-29,Active,4385.58,4195.58
A5227,Desktop,2022-09-08,In Maintenance,3008.34,7896.67
A5228,Switch,2020-09-04,In Maintenance,2913.61,4631.36
A5229,Laptop,2020-04-03,Retired,3232.15,9991.69
A5230,Switch,2020-03-11,In Maintenance,1997.02,2010.21
A5231,Server,2022-02-15,Retired,2205.99,741.1
A5232,Server,2020-05-25,Active,1526.42,9339.07
A5233,Printer,2022-02-01,Disposed,2211.72,7617.52
A5234,Desktop,2019-12-24,In Maintenance,3929.11,3326.07
A5235,Desktop,2022-09-12,Retired,2109.13,678.48
A5236,Server,2019-12-24,In Maintenance,1740.47,4429.15
A5237,Switch,2023-11-18,Disposed,1670.07,4399.4
A5238,Laptop,2021-01-28,In Maintenance,4459.59,9904.8
A5239,Printer,2021-04-22,In Maintenance,3545.04,5980.34
A5240,Router,2020-08-26,In Maintenance,3300.78,837.31
A5241,Laptop,2020-12-24,Retired,2325.53,2624.01
A5242,Desktop,2023-02-27,Disposed,1168.88,4993.38
A5243,Desktop,2020-10-22,Retired,4198.35,1578.17
A5244,Laptop,2022-07-06,Active,459.02,6102.71
A5245,Switch,2021-09-04,Active,2247.72,2272.43
A5246,Desktop,2020-02-27,Active,474.96,4088.85
A5247,Desktop,2021-01-05,In Maintenance,4978.28,5332.44
A5248,Switch,2024-03-18,Disposed,594.13,8683.07
A5249,Router,2022-02-05,In Maintenance,1799.73,2475.23
A5250,Router,2023-09-04,Disposed,3645.53,9123.64
A5251,Desktop,2024-04-24,Disposed,2846.38,7457.78
A5252,Switch,2020-05-04,In Maintenance,3060.65,4739.97
A5253,Router,2020-06-22,Active,2180.33,6747.39
A5254,Server,2023-08-22,Disposed,269.22,3858.33
A5255,Printer,2021-03-21,In Maintenance,2094.37,5723.78
A5256,Printer,2020-08-28,In Maintenance,2900.44,1053.65
A5257,Router,2020-04-22,Active,1775.8,8712.8
A5258,Router,2023-05-22,In Maintenance,1045.08,4960.95
A5259,Printer,2023-08-24,Active,3611.01,5688.12
A5260,Printer,2019-12-12,Retired,1694.69,9586.57
A5261,Router,2024-03-15,Disposed,2389.73,3269.76
A5262,Server,2019-08-28,Retired,2134.62,6770.11
A5263,Desktop,2024-02-02,Disposed,3372.55,7011.4
A5264,Server,2022-10-14,In Maintenance,388.32,1064.12
A5265,Server,2021-08-30,Retired,4302.66,1138.32
A5266,Laptop,2022-01-04,Active,3496.07,5730.49
A5267,Switch,2021-11-30,In Maintenance,4788.21,4041.42
A5268,Switch,2020-06-19,Retired,284.89,2318.05
A5269,Laptop,2023-10-12,Active,1366.35,6370.73
A5270,Laptop,2023-08-19,Retired,1163.36,1530.18
A5271,Server,2021-09-19,In Maintenance,4788.88,2762.1
A5272,Printer,2022-04-24,Retired,4976.83,2303.7
A5273,Desktop,2022-02-15,In Maintenance,4915.51,9003.92
A5274,Desktop,2020-06-26,Active,4404.82,1058.02
A5275,Printer,2020-02-01,Active,2545.62,2270.99
A5276,Switch,2022-12-28,Retired,1687.03,8753.53
A5277,Desktop,2020-04-07,Retired,4405.04,3049.2
A5278,Server,2020-09-24,Active,4057.13,8313.02
A5279,Server,2022-04-12,Disposed,3716.63,9799.69
A5280,Router,2022-05-18,Active,4814.19,7567.08
A5281,Server,2022-04-08,In Maintenance,2497.1,5955.85
A5282,Printer,2023-06-16,Disposed,1719.76,7872.54
A5283,Router,2019-09-27,Retired,4716.37,4939.39
A5284,Laptop,2020-04-16,Disposed,1586.46,7457.87
A5285,Switch,2023-09-06,Disposed,2176.9,9316.36
A5286,Printer,2019-12-20,Disposed,3843.35,1229.23
A5287,Router,2020-05-03,In Maintenance,4822.58,3698.69
A5288,Printer,2022-08-01,In Maintenance,1262.67,3080.31
A5289,Router,2020-11-23,In Maintenance,1810.64,4602.78
A5290,Laptop,2020-09-18,Active,1913.07,9873.96
A5291,Printer,2023-05-27,Disposed,4877.33,6886.38
A5292,Laptop,2022-12-11,Disposed,4407.96,2226.92
A5293,Switch,2022-09-30,Retired,1304.49,8971.22
A5294,Router,2023-04-26,Active,4643.72,5031.56
A5295,Server,2022-11-22,Active,567.87,1029.21
A5296,Server,2020-04-21,Disposed,2613.94,6161.99
A5297,Switch,2022-12-07,Active,3452.4,9793.4
A5298,Switch,2023-09-16,Retired,338.26,7084.02
A5299,Router,2021-05-21,Disposed,4042.82,7675.47
A5300,Switch,2021-12-19,Active,4666.09,8957.36
A5301,Router,2024-02-09,Disposed,3755.61,8167.43
A5302,Desktop,2020-11-11,In Maintenance,4421.08,8446.86
A5303,Router,2019-11-02,Disposed,710.74,8064.79
A5304,Desktop,2023-02-11,In Maintenance,1171.45,1118.71
A5305,Router,2020-08-19,Retired,2543.59,3701.99
A5306,Switch,2021-10-10,Disposed,1237.96,2695.19
A5307,Switch,2022-01-25,Active,2681.98,3644.04
A5308,Server,2020-09-07,Active,1929.28,9776.04
A5309,Printer,2019-10-16,Retired,4616.6,6501.45
A5310,Laptop,2019-09-04,Disposed,836.83,2323.51
A5311,Desktop,2023-06-15,In Maintenance,2380.19,5150.89
A5312,Switch,2021-07-20,Active,3839.72,2500.11
A5313,Router,2021-11-22,Active,2420.12,5213.22
A5314,Printer,2021-06-04,In Maintenance,4840.68,3178.45
A5315,Printer,2023-07-07,In Maintenance,445.51,3183.56
A5316,Desktop,2020-08-24,Active,4177.02,9344.33
A5317,Desktop,2023-04-04,Retired,3134.34,7399.09
A5318,Switch,2022-01-17,Disposed,3375.59,6622.5
A5319,Server,2022-01-16,Active,2027.45,4872.83
A5320,Switch,2021-05-28,Active,3681.53,3409.52
A5321,Printer,2021-11-19,Active,1518.85,635.35
A5322,Desktop,2022-09-27,Active,4476.53,4415.63
A5323,Router,2019-08-27,Retired,3468.8,2744.79
A5324,Switch,2021-06-17,Retired,2482.19,4674.53
A5325,Printer,2020-02-05,Disposed,2383.38,7735.05
A5326,Router,2019-10-20,In Maintenance,4847.03,9063.69
A5327,Router,2019-12-25,Active,3419.15,785.42
A5328,Laptop,2021-11-28,Active,555.71,2188.51
A5329,Router,2020-06-06,In Maintenance,2092.65,6842.52
A5330,Server,2023-11-19,Retired,3734.21,6046.87
A5331,Router,2022-07-20,In Maintenance,3202.26,7540.65
A5332,Printer,2020-02-26,Active,2172.26,1359.97
A5333,Router,2022-08-28,Active,930.79,7199.87
A5334,Switch,2022-07-19,Retired,3256.94,5736.46
A5335,Desktop,2019-10-25,Retired,3047.13,4863.81
A5336,Printer,2021-08-30,Active,4703.94,9619.36
A5337,Switch,2020-09-02,In Maintenance,1936.37,8428.49
A5338,Server,2023-01-20,In Maintenance,1686.01,895.46
A5339,Router,2019-08-01,Retired,2749.36,1564.03
A5340,Router,2021-05-26,Active,3171.9,7927.79
A5341,Switch,2023-01-04,Disposed,2004.97,3766.36
A5342,Printer,2022-09-22,Retired,4225.67,2441.07
A5343,Laptop,2021-08-13,Retired,2225.36,2329.03
A5344,Server,2022-03-12,Disposed,4644.7,2973.86
A5345,Laptop,2022-11-04,Retired,354.61,3796.43
A5346,Desktop,2020-05-22,In Maintenance,4537.97,896.89
A5347,Server,2020-10-13,Disposed,1698.83,9662.73
A5348,Router,2024-06-24,Active,3134.21,3210.5
A5349,Printer,2023-09-20,Disposed,3479.39,2230.67
A5350,Server,2023-02-10,In Maintenance,3871.83,8888.5
A5351,Desktop,2019-10-25,Disposed,1354.38,7903.23
A5352,Switch,2021-12-21,In Maintenance,3261.6,706.74
A5353,Laptop,2024-03-14,Retired,2120.29,4935.61
A5354,Desktop,2024-01-31,In Maintenance,2195.04,9415.91
A5355,Laptop,2021-07-27,Disposed,1973.47,4679.75
A5356,Printer,2022-08-05,In Maintenance,1668.59,1238.41
A5357,Switch,2022-02-18,In Maintenance,3354.95,9465.57
A5358,Laptop,2020-07-15,Disposed,3530.06,1158.63
A5359,Desktop,2024-03-06,In Maintenance,1489.89,7491.55
A5360,Router,2022-07-09,Disposed,4574.82,2381.36
A5361,Printer,2023-11-23,Disposed,2825.79,6292.93
A5362,Switch,2019-12-20,Active,2354.18,8670.51
A5363,Switch,2023-02-27,Disposed,3585.39,4937.54
A5364,Printer,2021-04-21,Disposed,3693.06,7901.28
A5365,Printer,2020-03-04,In Maintenance,1934.35,7262.14
A5366,Router,2023-11-01,Disposed,1658.07,9403.1
A5367,Laptop,2021-02-05,Disposed,4176.26,5799.76
A5368,Laptop,2019-10-27,In Maintenance,1151.49,2437.25
A5369,Printer,2020-11-09,Active,898.17,8673.74
A5370,Switch,2021-09-03,Disposed,1308.28,6838.49
A5371,Laptop,2023-03-30,In Maintenance,342.77,1240.33
A5372,Laptop,2024-02-19,Active,3538.15,7530.91
A5373,Desktop,2019-11-21,In Maintenance,2675.5,7936.2
A5374,Router,2024-04-05,Active,3950.79,5101.48
A5375,Switch,2023-05-07,Active,3798.76,6659.46
A5376,Laptop,2022-10-20,In Maintenance,916.99,4276.03
A5377,Desktop,2024-07-11,Disposed,3961.09,4114.23
A5378,Router,2022-02-20,In Maintenance,1305.05,4539.24
A5379,Printer,2022-11-21,Active,105.9,4616.25
A5380,Printer,2023-10-04,Disposed,1485.82,8950.48
A5381,Laptop,2024-07-02,Active,3038.52,5685.95
A5382,Server,2021-09-16,In Maintenance,835.71,3035.25
A5383,Switch,2023-06-22,Disposed,4631.15,3049.58
A5384,Printer,2021-06-20,Disposed,319.26,9915.58
A5385,Switch,2020-10-25,Retired,2057.82,2015.25
A5386,Laptop,2020-04-19,Active,3705.35,2946.49
A5387,Printer,2022-05-03,Active,4256.55,6633.55
A5388,Server,2020-09-14,Retired,215.16,4168.45
A5389,Printer,2022-12-30,Retired,3787.02,6789.46
A5390,Printer,2021-04-28,Active,1704.57,6875.94
A5391,Printer,2020-10-16,Disposed,4614.75,3359.23
A5392,Switch,2023-07-26,Active,888.59,7710.39
A5393,Desktop,2021-11-06,Retired,2856.11,3170.42
A5394,Server,2019-12-20,Disposed,1620.1,8961.16
A5395,Laptop,2020-01-26,Active,495.55,6258.19
A5396,Server,2019-09-30,Disposed,3972.72,8403.82
A5397,Printer,2023-12-28,Active,4530.21,4298.86
A5398,Switch,2019-12-07,In Maintenance,3382.19,7334.64
A5399,Desktop,2022-03-04,In Maintenance,3975.28,7542.28
A5400,Desktop,2020-06-12,Disposed,3863.42,6463.16
A5401,Server,2020-07-10,Active,1404.93,999.93
A5402,Router,2021-06-22,In Maintenance,948.51,4440.52
A5403,Desktop,2022-12-02,In Maintenance,3650.82,6375.49
A5404,Router,2022-01-27,Disposed,2294.78,4436.12
A5405,Laptop,2020-08-29,Disposed,3868.71,3923.88
A5406,Desktop,2023-08-20,Retired,3999.02,1298.31
A5407,Switch,2022-08-21,Disposed,265.47,7288.0
A5408,Laptop,2023-02-27,Active,4748.82,6894.07
A5409,Router,2019-11-14,Disposed,732.56,6925.08
A5410,Printer,2022-07-07,In Maintenance,129.93,8066.55
A5411,Laptop,2022-03-24,Disposed,3151.43,3220.83
A5412,Printer,2020-06-27,Disposed,2216.88,4633.99
A5413,Server,2020-11-08,Active,3563.35,3915.79
A5414,Router,2022-01-20,In Maintenance,2855.41,8696.81
A5415,Router,2020-02-13,Retired,574.3,9517.55
A5416,Printer,2021-01-25,Disposed,1383.34,5197.98
A5417,Laptop,2022-03-31,Disposed,3424.7,9561.8
A5418,Router,2019-09-19,Retired,1110.18,5154.08
A5419,Switch,2020-06-03,Active,1882.79,9824.69
A5420,Desktop,2022-12-07,Retired,3015.04,4562.79
A5421,Laptop,2019-09-08,In Maintenance,3782.11,2339.84
A5422,Desktop,2023-12-12,Retired,660.79,3084.91
A5423,Desktop,2022-10-16,Disposed,2329.14,5489.33
A5424,Laptop,2020-01-27,In Maintenance,4201.86,9968.49
A5425,Laptop,2020-11-30,In Maintenance,2781.95,6140.09
A5426,Router,2021-04-09,Active,4659.89,7788.48
A5427,Desktop,2021-04-28,Active,930.61,6000.03
A5428,Desktop,2021-09-05,In Maintenance,995.98,7832.23
A5429,Printer,2021-08-02,Active,4576.6,7077.7
A5430,Printer,2019-10-10,Retired,2222.5,754.6
A5431,Server,2019-11-30,In Maintenance,2538.77,9422.72
A5432,Server,2019-08-30,Disposed,4650.89,3310.19
A5433,Desktop,2023-03-17,Active,2713.79,2821.08
A5434,Laptop,2022-03-05,Active,105.9,2306.0
A5435,Switch,2024-02-11,Retired,340.82,8501.96
A5436,Laptop,2023-11-29,Retired,1783.69,4942.61
A5437,Server,2022-06-13,Disposed,2358.85,8960.42
A5438,Printer,2024-06-28,In Maintenance,1075.76,3557.39
A5439,Laptop,2019-11-21,In Maintenance,1627.52,6964.86
A5440,Switch,2019-09-18,In Maintenance,4249.3,9370.97
A5441,Printer,2022-03-11,Disposed,3324.0,1766.67
A5442,Router,2021-03-17,In Maintenance,4219.43,7935.45
A5443,Switch,2020-06-23,Active,2426.78,3123.28
A5444,Server,2024-01-17,In Maintenance,1042.89,9969.89
A5445,Desktop,2022-07-28,In Maintenance,4017.74,5887.73
A5446,Server,2022-11-19,Disposed,3846.74,8128.62
A5447,Desktop,2021-08-09,Retired,347.37,2433.61
A5448,Laptop,2021-02-14,Disposed,405.5,9354.69
A5449,Printer,2019-08-15,Retired,3323.0,1588.37
A5450,Laptop,2023-12-12,Disposed,1872.49,622.03
A5451,Server,2024-03-03,Active,1013.36,3970.7
A5452,Desktop,2022-04-18,Retired,1843.55,8604.38
A5453,Desktop,2023-10-18,In Maintenance,2034.4,1521.54
A5454,Server,2021-11-17,Disposed,3968.12,8622.95
A5455,Router,2021-02-06,Retired,2763.25,5268.5
A5456,Printer,2023-05-20,Disposed,3540.77,3543.62
A5457,Router,2024-07-03,Active,768.74,9051.55
A5458,Switch,2023-03-28,Disposed,4435.51,6114.39
A5459,Printer,2021-03-23,Disposed,306.92,3579.15
A5460,Laptop,2022-11-09,Disposed,1710.98,9832.8
A5461,Switch,2020-07-02,Disposed,3149.78,5839.49
A5462,Server,2021-03-07,Disposed,751.06,809.22
A5463,Desktop,2022-08-07,Retired,4763.58,5739.38
A5464,Desktop,2024-02-16,Retired,2620.58,7673.71
A5465,Desktop,2023-06-12,Active,1054.12,7456.75
A5466,Printer,2023-11-27,Retired,1944.83,4479.03
A5467,Printer,2022-06-22,Retired,4941.97,1398.19
A5468,Printer,2021-12-26,In Maintenance,3175.85,7652.73
A5469,Router,2022-02-14,Disposed,3112.44,9480.51
A5470,Switch,2019-07-18,Active,1279.75,6230.93
A5471,Printer,2023-09-02,Disposed,790.75,7948.52
A5472,Printer,2021-04-26,Retired,4364.53,3191.82
A5473,Printer,2020-08-24,Disposed,4658.66,5687.26
A5474,Laptop,2020-03-05,In Maintenance,3288.94,3523.33
A5475,Desktop,2021-11-09,Disposed,1915.33,9497.12
A5476,Server,2022-08-25,Disposed,2663.67,3124.91
A5477,Desktop,2021-09-27,Retired,3349.76,978.47
A5478,Switch,2021-08-22,Active,2427.85,913.52
A5479,Laptop,2022-10-04,In Maintenance,1307.21,3715.73
A5480,Desktop,2020-04-17,In Maintenance,1030.95,9590.37
A5481,Desktop,2020-01-10,Disposed,452.92,2919.81
A5482,Switch,2019-10-09,Disposed,3210.82,2165.45
A5483,Server,2023-10-18,Active,281.23,9558.62
A5484,Server,2020-07-08,Retired,2956.52,5584.54
A5485,Printer,2024-01-12,Disposed,4045.98,4665.3
A5486,Router,2024-04-19,Active,1369.1,6922.37
A5487,Router,2022-06-12,Retired,989.58,9257.14
A5488,Switch,2023-03-29,In Maintenance,4479.29,7775.18
A5489,Router,2023-04-17,Active,1650.78,7293.4
A5490,Printer,2024-04-25,Disposed,2027.64,6824.79
A5491,Switch,2021-03-20,Disposed,787.8,891.88
A5492,Laptop,2021-09-28,Retired,1592.13,8747.64
A5493,Server,2022-08-06,In Maintenance,1382.36,2802.31
A5494,Router,2020-06-18,In Maintenance,4739.78,7433.09
A5495,Switch,2021-01-02,Retired,3771.76,4844.45
A5496,Server,2021-10-27,Active,1464.93,6582.01
A5497,Laptop,2019-12-21,Disposed,1097.52,2011.2
A5498,Switch,2020-04-18,In Maintenance,2934.77,5899.75
A5499,Server,2024-02-01,Disposed,3268.23,9261.52
A5500,Switch,2020-06-29,In Maintenance,2827.05,9165.17
A5501,Laptop,2022-08-31,Active,255.42,8156.07
A5502,Server,2022-07-21,In Maintenance,1915.29,7545.87
A5503,Switch,2021-04-08,Active,4223.07,1505.41
A5504,Router,2019-09-29,Disposed,595.92,8173.25
A5505,Switch,2020-09-18,Active,1914.24,3141.58
A5506,Printer,2019-10-25,Disposed,1388.12,2777.42
A5507,Desktop,2023-04-10,Disposed,1396.5,5513.39
A5508,Switch,2019-08-15,Disposed,4316.33,7460.66
A5509,Server,2023-05-03,In Maintenance,3436.67,1845.34
A5510,Server,2022-11-08,Active,4399.39,8368.95
A5511,Router,2020-02-09,Disposed,4600.36,6174.11
A5512,Printer,2021-12-22,Disposed,3711.05,2957.19
A5513,Switch,2019-12-15,In Maintenance,951.96,4002.21
A5514,Server,2022-08-19,Retired,584.7,4410.29
A5515,Desktop,2024-03-26,Retired,4739.82,7801.8
A5516,Printer,2021-11-08,Disposed,2083.08,3217.0
A5517,Router,2023-10-19,Retired,222.18,9760.59
A5518,Laptop,2022-10-24,In Maintenance,3661.64,6187.54
A5519,Router,2021-11-16,Retired,1395.26,4855.05
A5520,Printer,2020-06-09,Retired,3597.52,9204.98
A5521,Server,2021-02-18,Retired,3866.63,1081.49
A5522,Router,2022-04-02,Retired,4120.11,1810.78
A5523,Switch,2024-01-28,Active,4902.25,2523.3
A5524,Server,2022-10-26,Disposed,4316.31,588.84
A5525,Desktop,2019-07-17,Active,1055.84,2284.39
A5526,Printer,2021-10-27,Active,3771.34,1572.86
A5527,Server,2021-04-11,Disposed,2506.69,8348.37
A5528,Router,2019-07-12,Retired,4909.48,8044.75
A5529,Server,2021-01-25,Retired,1823.66,5147.25
A5530,Server,2020-08-08,Disposed,4411.32,8630.94
A5531,Switch,2021-12-15,In Maintenance,4317.93,3069.98
A5532,Router,2019-11-10,Disposed,390.6,6267.22
A5533,Laptop,2020-03-24,Active,2543.14,7125.24
A5534,Switch,2021-09-08,Retired,1528.22,1325.05
A5535,Desktop,2019-08-29,In Maintenance,1076.19,9222.48
A5536,Router,2020-05-10,Disposed,3375.03,5894.78
A5537,Laptop,2023-03-18,Active,1702.86,8281.22
A5538,Printer,2021-09-09,In Maintenance,4734.99,2505.81
A5539,Router,2021-03-26,Active,944.55,8452.29
A5540,Router,2020-02-02,Disposed,2908.52,4575.58
A5541,Router,2023-03-20,Active,1211.0,9057.21
A5542,Server,2020-07-24,In Maintenance,4774.93,9319.64
A5543,Laptop,2020-03-17,Disposed,106.48,8504.23
A5544,Printer,2023-01-05,In Maintenance,4833.84,7167.74
A5545,Desktop,2023-06-20,Disposed,4406.19,4546.32
A5546,Router,2023-05-09,Active,3841.3,9860.75
A5547,Switch,2022-05-21,In Maintenance,1893.66,7382.61
A5548,Desktop,2022-12-05,Retired,4797.48,2680.42
A5549,Laptop,2020-11-26,Retired,1493.24,6549.98
A5550,Printer,2022-11-25,In Maintenance,1901.13,2287.58
A5551,Desktop,2024-02-29,Active,4926.74,3305.22
A5552,Desktop,2021-08-25,Retired,2545.17,5777.98
A5553,Desktop,2021-08-29,Retired,3886.61,8170.19
A5554,Laptop,2023-09-18,Active,1182.58,6423.66
A5555,Desktop,2023-05-13,In Maintenance,1296.18,7605.05
A5556,Server,2020-02-17,Retired,1167.31,7311.83
A5557,Desktop,2020-10-18,Active,3641.24,7418.32
A5558,Switch,2019-10-10,Retired,3840.24,7732.74
A5559,Printer,2022-11-08,Disposed,1637.36,4650.56
A5560,Router,2022-07-18,Disposed,4141.67,8170.66
A5561,Server,2024-01-30,Disposed,477.15,1982.44
A5562,Switch,2023-03-17,In Maintenance,730.65,606.72
A5563,Desktop,2024-01-15,Disposed,1483.93,698.17
A5564,Desktop,2022-02-11,In Maintenance,3569.72,6559.8
A5565,Switch,2020-10-23,Disposed,3924.01,3441.69
A5566,Desktop,2020-05-08,In Maintenance,4543.71,1338.9
A5567,Server,2023-11-15,Disposed,4751.31,6235.95
A5568,Switch,2020-07-06,Retired,924.05,1338.98
A5569,Desktop,2023-01-10,Disposed,4542.13,580.55
A5570,Router,2023-07-14,Disposed,603.0,624.76
A5571,Laptop,2022-08-22,In Maintenance,581.34,9597.38
A5572,Printer,2023-06-09,Disposed,772.2,3991.95
A5573,Printer,2024-05-07,Retired,707.43,1520.04
